date,hour,energy_kWh
24-05-2014,3,0.598
24-05-2014,4,0.637
24-05-2014,5,0.59
24-05-2014,6,0.583
24-05-2014,7,0.583
24-05-2014,8,0.52
24-05-2014,9,0.994
24-05-2014,10,0.942
24-05-2014,11,0.86
24-05-2014,12,1.164
24-05-2014,13,1.264
24-05-2014,14,0.721
24-05-2014,15,1.422
24-05-2014,16,1.69
24-05-2014,17,0.849
24-05-2014,18,0.599
24-05-2014,19,0.616
24-05-2014,20,1.12
24-05-2014,21,1.34
24-05-2014,22,1.122
24-05-2014,23,1.089
25-05-2014,0,0.748
25-05-2014,1,0.525
25-05-2014,2,0.51
25-05-2014,3,0.496
25-05-2014,4,0.53
25-05-2014,5,0.488
25-05-2014,6,0.533
25-05-2014,7,0.515
25-05-2014,8,0.512
25-05-2014,9,0.713
25-05-2014,10,0.757
25-05-2014,11,0.854
25-05-2014,12,1.006
25-05-2014,13,1.771
25-05-2014,14,0.967
25-05-2014,15,1.215
25-05-2014,16,0.607
25-05-2014,17,0.852
25-05-2014,18,0.808
25-05-2014,19,0.879
25-05-2014,20,1.003
25-05-2014,21,1.649
25-05-2014,22,2.799
25-05-2014,23,0.957
26-05-2014,0,0.63
26-05-2014,1,0.51
26-05-2014,2,0.525
26-05-2014,3,0.496
26-05-2014,4,0.515
26-05-2014,5,0.511
26-05-2014,6,0.485
26-05-2014,7,0.912
26-05-2014,8,1.121
26-05-2014,9,1.301
26-05-2014,10,0.589
26-05-2014,11,0.632
26-05-2014,12,0.541
26-05-2014,13,0.557
26-05-2014,14,0.523
26-05-2014,15,0.607
26-05-2014,16,0.866
26-05-2014,17,1.123
26-05-2014,18,0.818
26-05-2014,19,2.853
26-05-2014,20,0.603
26-05-2014,21,0.88
26-05-2014,22,1.088
26-05-2014,23,0.831
27-05-2014,0,0.539
27-05-2014,1,0.508
27-05-2014,2,0.49
27-05-2014,3,0.52
27-05-2014,4,0.493
27-05-2014,5,0.499
27-05-2014,6,0.519
27-05-2014,7,1.105
27-05-2014,8,0.525
27-05-2014,9,0.724
27-05-2014,10,0.761
27-05-2014,11,0.637
27-05-2014,12,0.612
27-05-2014,13,0.624
27-05-2014,14,0.487
27-05-2014,15,0.601
27-05-2014,16,0.783
27-05-2014,17,0.86
27-05-2014,18,0.905
27-05-2014,19,0.8
27-05-2014,20,0.818
27-05-2014,21,0.744
27-05-2014,22,0.624
27-05-2014,23,0.727
28-05-2014,0,0.767
28-05-2014,1,0.505
28-05-2014,2,0.498
28-05-2014,3,0.506
28-05-2014,4,0.503
28-05-2014,5,0.522
28-05-2014,6,0.477
28-05-2014,7,2.269
28-05-2014,8,0.648
28-05-2014,9,0.557
28-05-2014,10,0.634
28-05-2014,11,0.644
28-05-2014,12,0.593
28-05-2014,13,0.592
28-05-2014,14,0.64
28-05-2014,15,0.656
28-05-2014,16,1.086
28-05-2014,17,1.252
28-05-2014,18,0.846
28-05-2014,19,1.187
28-05-2014,20,0.948
28-05-2014,21,1.575
28-05-2014,22,1.537
28-05-2014,23,0.551
29-05-2014,0,0.753
29-05-2014,1,0.573
29-05-2014,2,0.621
29-05-2014,3,0.508
29-05-2014,4,0.522
29-05-2014,5,0.48
29-05-2014,6,0.506
29-05-2014,7,0.698
29-05-2014,8,0.587
29-05-2014,9,0.792
29-05-2014,10,1.055
29-05-2014,11,1.081
29-05-2014,12,0.8
29-05-2014,13,0.573
29-05-2014,14,0.569
29-05-2014,15,0.609
29-05-2014,16,0.694
29-05-2014,17,0.776
29-05-2014,18,1.343
29-05-2014,19,0.81
29-05-2014,20,1.051
29-05-2014,21,0.891
29-05-2014,22,0.962
29-05-2014,23,1.17
30-05-2014,0,0.648
30-05-2014,1,0.506
30-05-2014,2,0.542
30-05-2014,3,0.518
30-05-2014,4,0.521
30-05-2014,5,0.526
30-05-2014,6,0.515
30-05-2014,7,1.434
30-05-2014,8,1.45
30-05-2014,9,0.602
30-05-2014,10,0.654
30-05-2014,11,0.76
30-05-2014,12,0.665
30-05-2014,13,0.661
30-05-2014,14,0.67
30-05-2014,15,0.659
30-05-2014,16,0.903
30-05-2014,17,0.832
30-05-2014,18,0.83
30-05-2014,19,0.769
30-05-2014,20,1.212
30-05-2014,21,0.946
30-05-2014,22,1.27
30-05-2014,23,1.178
31-05-2014,0,0.537
31-05-2014,1,0.5
31-05-2014,2,0.523
31-05-2014,3,0.488
31-05-2014,4,0.521
31-05-2014,5,0.526
31-05-2014,6,0.502
31-05-2014,7,0.509
31-05-2014,8,0.546
31-05-2014,9,0.844
31-05-2014,10,0.545
31-05-2014,11,1.01
31-05-2014,12,0.841
31-05-2014,13,0.845
31-05-2014,14,0.754
31-05-2014,15,0.903
31-05-2014,16,0.615
31-05-2014,17,0.543
31-05-2014,18,1.25
31-05-2014,19,2.863
31-05-2014,20,1.82
31-05-2014,21,1.042
31-05-2014,22,0.836
31-05-2014,23,0.824
01-06-2014,0,0.929
01-06-2014,1,0.793
01-06-2014,2,0.521
01-06-2014,3,0.524
01-06-2014,4,0.497
01-06-2014,5,0.637
01-06-2014,6,0.508
01-06-2014,7,0.537
01-06-2014,8,0.49
01-06-2014,9,0.613
01-06-2014,10,0.719
01-06-2014,11,0.544
01-06-2014,12,0.484
01-06-2014,13,0.533
01-06-2014,14,0.485
01-06-2014,15,0.51
01-06-2014,16,0.982
01-06-2014,17,0.755
01-06-2014,18,0.858
01-06-2014,19,0.923
01-06-2014,20,0.907
01-06-2014,21,1.047
01-06-2014,22,1.1
01-06-2014,23,2.149
02-06-2014,0,1.967
02-06-2014,1,0.777
02-06-2014,2,0.525
02-06-2014,3,0.502
02-06-2014,4,0.528
02-06-2014,5,0.505
02-06-2014,6,0.518
02-06-2014,7,0.787
02-06-2014,8,0.729
02-06-2014,9,0.509
02-06-2014,10,0.644
02-06-2014,11,0.83
02-06-2014,12,2.228
02-06-2014,13,0.616
02-06-2014,14,0.636
02-06-2014,15,0.552
02-06-2014,16,0.735
02-06-2014,17,0.756
02-06-2014,18,1.106
02-06-2014,19,1.27
02-06-2014,20,2.296
02-06-2014,21,3.146
02-06-2014,22,1.078
02-06-2014,23,0.61
03-06-2014,0,0.682
03-06-2014,1,0.527
03-06-2014,2,0.522
03-06-2014,3,0.534
03-06-2014,4,0.498
03-06-2014,5,0.656
03-06-2014,6,0.531
03-06-2014,7,0.961
03-06-2014,8,0.496
03-06-2014,9,0.543
03-06-2014,10,0.773
03-06-2014,11,0.768
03-06-2014,12,0.746
03-06-2014,13,0.644
03-06-2014,14,0.649
03-06-2014,15,0.589
03-06-2014,16,0.81
03-06-2014,17,0.8
03-06-2014,18,0.823
03-06-2014,19,0.945
03-06-2014,20,0.824
03-06-2014,21,0.926
03-06-2014,22,0.73
03-06-2014,23,0.685
04-06-2014,0,0.798
04-06-2014,1,0.715
04-06-2014,2,0.647
04-06-2014,3,0.643
04-06-2014,4,0.487
04-06-2014,5,0.518
04-06-2014,6,0.503
04-06-2014,7,0.967
04-06-2014,8,0.921
04-06-2014,9,0.516
04-06-2014,10,0.741
04-06-2014,11,0.618
04-06-2014,12,0.624
04-06-2014,13,0.644
04-06-2014,14,0.598
04-06-2014,15,0.637
04-06-2014,16,0.773
04-06-2014,17,1.244
04-06-2014,18,2.313
04-06-2014,19,1.564
04-06-2014,20,1
04-06-2014,21,0.77
04-06-2014,22,1.373
04-06-2014,23,0.597
05-06-2014,0,0.539
05-06-2014,1,0.509
05-06-2014,2,0.519
05-06-2014,3,0.51
05-06-2014,4,0.514
05-06-2014,5,0.511
05-06-2014,6,0.492
05-06-2014,7,1.04
05-06-2014,8,0.544
05-06-2014,9,0.709
05-06-2014,10,0.508
05-06-2014,11,0.626
05-06-2014,12,0.575
05-06-2014,13,0.627
05-06-2014,14,0.481
05-06-2014,15,0.557
05-06-2014,16,0.939
05-06-2014,17,0.694
05-06-2014,18,0.913
05-06-2014,19,0.841
05-06-2014,20,0.876
05-06-2014,21,0.812
05-06-2014,22,0.981
05-06-2014,23,2.459
06-06-2014,0,0.654
06-06-2014,1,0.498
06-06-2014,2,0.527
06-06-2014,3,0.5
06-06-2014,4,0.537
06-06-2014,5,0.489
06-06-2014,6,0.523
06-06-2014,7,1.025
06-06-2014,8,0.597
06-06-2014,9,0.652
06-06-2014,10,0.607
06-06-2014,11,0.652
06-06-2014,12,0.626
06-06-2014,13,0.646
06-06-2014,14,0.618
06-06-2014,15,0.947
06-06-2014,16,0.753
06-06-2014,17,0.814
06-06-2014,18,0.781
06-06-2014,19,0.89
06-06-2014,20,0.727
06-06-2014,21,0.734
06-06-2014,22,0.802
06-06-2014,23,1.136
07-06-2014,0,0.806
07-06-2014,1,1.111
07-06-2014,2,1.662
07-06-2014,3,0.495
07-06-2014,4,0.552
07-06-2014,5,0.493
07-06-2014,6,0.583
07-06-2014,7,0.573
07-06-2014,8,0.563
07-06-2014,9,0.627
07-06-2014,10,1.882
07-06-2014,11,0.979
07-06-2014,12,0.433
07-06-2014,13,0.422
07-06-2014,14,0.398
07-06-2014,15,0.606
07-06-2014,16,0.746
07-06-2014,17,1.875
07-06-2014,18,0.771
07-06-2014,19,0.736
07-06-2014,20,0.812
07-06-2014,21,0.667
07-06-2014,22,1.081
07-06-2014,23,1.092
08-06-2014,0,0.945
08-06-2014,1,0.667
08-06-2014,2,0.53
08-06-2014,3,0.449
08-06-2014,4,0.405
08-06-2014,5,0.452
08-06-2014,6,0.393
08-06-2014,7,0.416
08-06-2014,8,0.488
08-06-2014,9,0.852
08-06-2014,10,1.196
08-06-2014,11,1.261
08-06-2014,12,1.086
08-06-2014,13,1.613
08-06-2014,14,1.607
08-06-2014,15,0.668
08-06-2014,16,1.131
08-06-2014,17,0.886
08-06-2014,18,1.94
08-06-2014,19,1.461
08-06-2014,20,3.69
08-06-2014,21,1.104
08-06-2014,22,0.882
08-06-2014,23,1.097
09-06-2014,0,0.489
09-06-2014,1,0.467
09-06-2014,2,0.439
09-06-2014,3,0.445
09-06-2014,4,0.46
09-06-2014,5,0.42
09-06-2014,6,0.448
09-06-2014,7,0.801
09-06-2014,8,0.788
09-06-2014,9,0.494
09-06-2014,10,0.709
09-06-2014,11,0.536
09-06-2014,12,0.523
09-06-2014,13,0.55
09-06-2014,14,0.59
09-06-2014,15,0.532
09-06-2014,16,0.664
09-06-2014,17,0.794
09-06-2014,18,0.737
09-06-2014,19,0.493
09-06-2014,20,0.518
09-06-2014,21,0.686
09-06-2014,22,1.117
09-06-2014,23,2.845
10-06-2014,0,0.549
10-06-2014,1,0.425
10-06-2014,2,0.438
10-06-2014,3,0.404
10-06-2014,4,0.441
10-06-2014,5,0.413
10-06-2014,6,0.386
10-06-2014,7,1.328
10-06-2014,8,0.866
10-06-2014,9,0.662
10-06-2014,10,0.449
10-06-2014,11,0.565
10-06-2014,12,0.565
10-06-2014,13,0.433
10-06-2014,14,0.514
10-06-2014,15,0.612
10-06-2014,16,0.934
10-06-2014,17,1.043
10-06-2014,18,0.892
10-06-2014,19,1.468
10-06-2014,20,0.711
10-06-2014,21,0.983
10-06-2014,22,1.227
10-06-2014,23,1.315
11-06-2014,0,0.599
11-06-2014,1,0.445
11-06-2014,2,0.395
11-06-2014,3,0.439
11-06-2014,4,0.394
11-06-2014,5,0.437
11-06-2014,6,0.417
11-06-2014,7,0.838
11-06-2014,8,0.719
11-06-2014,9,0.562
11-06-2014,10,0.485
11-06-2014,11,0.507
11-06-2014,12,0.425
11-06-2014,13,0.567
11-06-2014,14,0.514
11-06-2014,15,0.714
11-06-2014,16,0.636
11-06-2014,17,1.218
11-06-2014,18,0.759
11-06-2014,19,0.575
11-06-2014,20,1.117
11-06-2014,21,0.597
11-06-2014,22,0.604
11-06-2014,23,0.901
12-06-2014,0,0.746
12-06-2014,1,0.382
12-06-2014,2,0.424
12-06-2014,3,0.379
12-06-2014,4,0.404
12-06-2014,5,0.386
12-06-2014,6,0.366
12-06-2014,7,0.801
12-06-2014,8,0.712
12-06-2014,9,0.582
12-06-2014,10,0.698
12-06-2014,11,0.537
12-06-2014,12,0.483
12-06-2014,13,0.518
12-06-2014,14,0.473
12-06-2014,15,0.45
12-06-2014,16,1.315
12-06-2014,17,0.622
12-06-2014,18,1.664
12-06-2014,19,2.031
12-06-2014,20,1.066
12-06-2014,21,0.687
12-06-2014,22,0.915
12-06-2014,23,0.852
13-06-2014,0,0.539
13-06-2014,2,0.414
13-06-2014,3,0.378
13-06-2014,4,0.411
13-06-2014,5,0.37
13-06-2014,6,0.451
13-06-2014,7,0.57
13-06-2014,8,0.839
13-06-2014,9,0.99
13-06-2014,10,0.993
13-06-2014,11,2.674
13-06-2014,12,0.786
13-06-2014,13,0.386
13-06-2014,14,0.456
13-06-2014,15,0.905
13-06-2014,16,0.418
13-06-2014,17,0.402
13-06-2014,18,0.694
13-06-2014,19,2.474
13-06-2014,20,0.853
13-06-2014,21,0.718
13-06-2014,22,0.827
13-06-2014,23,1.073
14-06-2014,0,0.725
14-06-2014,1,0.365
14-06-2014,2,0.422
14-06-2014,3,0.481
14-06-2014,4,0.424
14-06-2014,5,0.371
14-06-2014,6,0.359
14-06-2014,7,0.442
14-06-2014,8,0.638
14-06-2014,9,0.693
14-06-2014,10,0.692
14-06-2014,11,1.015
14-06-2014,12,1.017
14-06-2014,13,1.111
14-06-2014,14,0.83
14-06-2014,15,0.832
14-06-2014,16,0.838
14-06-2014,17,0.988
14-06-2014,18,0.582
14-06-2014,19,0.872
14-06-2014,20,0.92
14-06-2014,21,1.563
14-06-2014,22,1.686
14-06-2014,23,1.633
15-06-2014,0,0.723
15-06-2014,1,0.513
15-06-2014,2,0.362
15-06-2014,3,0.401
15-06-2014,4,0.352
15-06-2014,5,0.382
15-06-2014,6,0.374
15-06-2014,7,0.375
15-06-2014,8,1.677
15-06-2014,9,1.128
15-06-2014,10,1.284
15-06-2014,11,1.154
15-06-2014,12,3.678
15-06-2014,13,1.437
15-06-2014,14,1.351
15-06-2014,15,1.784
15-06-2014,16,0.936
15-06-2014,17,0.635
15-06-2014,18,1.623
15-06-2014,19,1.073
15-06-2014,20,0.647
15-06-2014,21,0.68
15-06-2014,22,0.795
15-06-2014,23,0.854
16-06-2014,0,0.465
16-06-2014,1,0.4
16-06-2014,2,0.413
16-06-2014,3,0.386
16-06-2014,4,0.384
16-06-2014,5,0.389
16-06-2014,6,0.365
16-06-2014,7,0.406
16-06-2014,8,2.258
16-06-2014,9,1.504
16-06-2014,10,1.237
16-06-2014,11,1.164
16-06-2014,12,1.246
16-06-2014,13,1.24
16-06-2014,14,0.873
16-06-2014,15,1.319
16-06-2014,16,1.041
16-06-2014,17,0.855
16-06-2014,18,0.775
16-06-2014,19,0.609
16-06-2014,20,0.527
16-06-2014,21,1.142
16-06-2014,22,1.042
16-06-2014,23,0.732
17-06-2014,0,0.631
17-06-2014,1,0.863
17-06-2014,2,0.671
17-06-2014,3,0.462
17-06-2014,4,0.486
17-06-2014,5,0.461
17-06-2014,6,0.48
17-06-2014,7,1.573
17-06-2014,8,1.651
17-06-2014,9,0.651
17-06-2014,10,0.575
17-06-2014,11,0.887
17-06-2014,12,0.772
17-06-2014,13,0.503
17-06-2014,14,0.643
17-06-2014,15,0.641
17-06-2014,16,2.025
17-06-2014,17,0.89
17-06-2014,18,3.834
17-06-2014,19,0.747
17-06-2014,20,0.806
17-06-2014,21,0.994
17-06-2014,22,1.084
17-06-2014,23,1.256
18-06-2014,0,0.486
18-06-2014,1,0.378
18-06-2014,2,0.401
18-06-2014,3,0.39
18-06-2014,4,0.408
18-06-2014,5,0.363
18-06-2014,6,0.392
18-06-2014,7,1.064
18-06-2014,8,0.407
18-06-2014,9,0.695
18-06-2014,10,0.568
18-06-2014,11,0.562
18-06-2014,12,0.736
18-06-2014,13,0.598
18-06-2014,14,0.383
18-06-2014,15,0.57
18-06-2014,16,0.659
18-06-2014,17,0.698
18-06-2014,18,1.035
18-06-2014,19,1
18-06-2014,20,0.964
18-06-2014,21,0.927
18-06-2014,22,0.891
18-06-2014,23,0.856
19-06-2014,0,0.824
19-06-2014,1,0.797
19-06-2014,2,0.381
19-06-2014,3,0.418
19-06-2014,4,0.365
19-06-2014,5,0.393
19-06-2014,6,0.382
19-06-2014,7,0.929
19-06-2014,8,0.62
19-06-2014,9,0.454
19-06-2014,10,0.408
19-06-2014,11,0.398
19-06-2014,12,0.391
19-06-2014,13,0.35
19-06-2014,14,0.392
19-06-2014,15,0.381
19-06-2014,16,0.761
19-06-2014,17,1.145
19-06-2014,18,0.969
19-06-2014,19,0.979
19-06-2014,20,1.303
19-06-2014,21,0.72
19-06-2014,22,0.914
19-06-2014,23,0.707
20-06-2014,0,0.403
20-06-2014,1,0.406
20-06-2014,2,0.366
20-06-2014,3,0.386
20-06-2014,4,0.391
20-06-2014,5,0.359
20-06-2014,6,0.511
20-06-2014,7,0.669
20-06-2014,8,0.388
20-06-2014,9,0.403
20-06-2014,10,0.51
20-06-2014,11,0.749
20-06-2014,12,0.373
20-06-2014,13,0.395
20-06-2014,14,0.368
20-06-2014,15,0.364
20-06-2014,16,0.612
20-06-2014,17,0.696
20-06-2014,18,0.963
20-06-2014,19,1.591
20-06-2014,20,1.31
20-06-2014,21,0.755
20-06-2014,22,0.622
20-06-2014,23,0.704
21-06-2014,0,0.544
21-06-2014,1,0.686
21-06-2014,2,1.62
21-06-2014,3,0.356
21-06-2014,4,0.414
21-06-2014,5,0.361
21-06-2014,6,0.498
21-06-2014,7,0.395
21-06-2014,8,0.369
21-06-2014,9,0.413
21-06-2014,10,1.071
21-06-2014,11,0.698
21-06-2014,12,0.618
21-06-2014,13,0.547
21-06-2014,14,0.53
21-06-2014,15,0.458
21-06-2014,16,0.984
21-06-2014,17,2.175
21-06-2014,18,2.108
21-06-2014,19,0.576
21-06-2014,20,0.603
21-06-2014,21,0.482
21-06-2014,22,1.596
21-06-2014,23,2.548
22-06-2014,0,0.985
22-06-2014,1,0.408
22-06-2014,2,0.399
22-06-2014,3,0.376
22-06-2014,4,0.51
22-06-2014,5,0.397
22-06-2014,6,0.396
22-06-2014,7,0.38
22-06-2014,8,0.562
22-06-2014,9,0.638
22-06-2014,10,0.848
22-06-2014,11,0.884
22-06-2014,12,0.635
22-06-2014,13,0.636
22-06-2014,14,3.276
22-06-2014,15,0.51
22-06-2014,16,0.714
22-06-2014,17,0.954
22-06-2014,18,0.737
22-06-2014,19,0.784
22-06-2014,20,0.83
22-06-2014,21,0.874
22-06-2014,22,0.916
22-06-2014,23,0.955
23-06-2014,0,0.993
23-06-2014,1,1.027
23-06-2014,2,0.611
23-06-2014,3,0.627
23-06-2014,4,0.641
23-06-2014,5,0.653
23-06-2014,6,0.662
23-06-2014,7,0.669
23-06-2014,8,0.673
23-06-2014,9,0.674
23-06-2014,10,0.671
23-06-2014,11,0.666
23-06-2014,12,0.657
23-06-2014,13,0.644
23-06-2014,14,0.628
23-06-2014,15,0.607
23-06-2014,16,0.582
23-06-2014,17,0.553
23-06-2014,18,3.774
23-06-2014,19,0.922
23-06-2014,20,0.807
23-06-2014,21,0.787
23-06-2014,22,0.957
23-06-2014,23,1.013
24-06-2014,0,1.082
24-06-2014,1,0.412
24-06-2014,2,0.387
24-06-2014,3,0.403
24-06-2014,4,0.395
24-06-2014,5,0.411
24-06-2014,6,0.38
24-06-2014,7,0.858
24-06-2014,8,0.415
24-06-2014,9,0.375
24-06-2014,10,0.659
24-06-2014,11,0.598
24-06-2014,12,0.518
24-06-2014,13,0.444
24-06-2014,14,0.645
24-06-2014,15,0.626
24-06-2014,16,0.858
24-06-2014,17,2.275
24-06-2014,18,4.173
24-06-2014,19,1.613
24-06-2014,20,1.173
24-06-2014,21,1.654
24-06-2014,22,1.465
24-06-2014,23,1.358
25-06-2014,0,0.522
25-06-2014,1,0.404
25-06-2014,2,0.406
25-06-2014,3,0.373
25-06-2014,4,0.404
25-06-2014,5,0.385
25-06-2014,6,0.377
25-06-2014,7,1.063
25-06-2014,8,0.501
25-06-2014,9,0.773
25-06-2014,10,0.7
25-06-2014,11,0.392
25-06-2014,12,0.463
25-06-2014,13,0.461
25-06-2014,14,0.399
25-06-2014,15,0.363
25-06-2014,16,0.666
25-06-2014,17,0.839
25-06-2014,18,0.701
25-06-2014,19,0.768
25-06-2014,20,0.594
25-06-2014,21,0.724
25-06-2014,22,1.026
25-06-2014,23,1.25
26-06-2014,0,1.79
26-06-2014,1,0.405
26-06-2014,2,0.374
26-06-2014,3,0.402
26-06-2014,4,0.373
26-06-2014,5,0.396
26-06-2014,6,0.391
26-06-2014,7,0.387
26-06-2014,8,1.1
26-06-2014,9,1.498
26-06-2014,10,0.764
26-06-2014,11,0.693
26-06-2014,12,0.738
26-06-2014,13,0.57
26-06-2014,14,0.49
26-06-2014,15,0.488
26-06-2014,16,0.422
26-06-2014,17,0.382
26-06-2014,18,0.64
26-06-2014,19,0.503
26-06-2014,20,0.457
26-06-2014,21,1.235
26-06-2014,22,0.899
26-06-2014,23,1.065
27-06-2014,0,0.425
27-06-2014,2,0.392
27-06-2014,3,0.408
27-06-2014,4,0.385
27-06-2014,5,0.409
27-06-2014,6,0.368
27-06-2014,7,0.803
27-06-2014,8,0.502
27-06-2014,9,0.54
27-06-2014,10,0.785
27-06-2014,11,0.395
27-06-2014,12,0.515
27-06-2014,13,0.395
27-06-2014,14,0.439
27-06-2014,15,0.4
27-06-2014,16,0.554
27-06-2014,17,0.703
27-06-2014,18,0.739
27-06-2014,19,0.67
27-06-2014,20,0.606
27-06-2014,21,0.664
27-06-2014,22,1.076
27-06-2014,23,0.694
28-06-2014,0,0.442
28-06-2014,1,0.616
28-06-2014,2,0.359
28-06-2014,3,0.392
28-06-2014,4,0.355
28-06-2014,5,0.407
28-06-2014,6,0.362
28-06-2014,7,0.506
28-06-2014,8,0.523
28-06-2014,9,0.867
28-06-2014,10,0.7
28-06-2014,11,0.775
28-06-2014,12,0.638
28-06-2014,13,0.784
28-06-2014,14,0.575
28-06-2014,15,0.578
28-06-2014,16,0.562
28-06-2014,17,0.827
28-06-2014,18,1.177
28-06-2014,19,1.061
28-06-2014,20,3.754
28-06-2014,21,0.997
28-06-2014,22,3.121
28-06-2014,23,2.348
29-06-2014,0,2.128
29-06-2014,1,0.471
29-06-2014,2,0.392
29-06-2014,3,0.375
29-06-2014,4,0.403
29-06-2014,5,0.474
29-06-2014,6,0.367
29-06-2014,7,0.416
29-06-2014,8,0.487
29-06-2014,9,1.006
29-06-2014,10,0.877
29-06-2014,11,0.69
29-06-2014,12,0.478
29-06-2014,13,0.4
29-06-2014,14,0.681
29-06-2014,15,0.674
29-06-2014,16,0.637
29-06-2014,17,0.594
29-06-2014,18,0.888
29-06-2014,19,0.85
29-06-2014,20,0.704
29-06-2014,21,0.694
29-06-2014,22,0.869
29-06-2014,23,0.76
30-06-2014,0,0.503
30-06-2014,1,0.371
30-06-2014,2,0.404
30-06-2014,3,0.363
30-06-2014,4,0.4
30-06-2014,5,0.382
30-06-2014,6,0.364
30-06-2014,7,0.829
30-06-2014,8,0.547
30-06-2014,9,0.492
30-06-2014,10,0.493
30-06-2014,11,0.453
30-06-2014,12,0.697
30-06-2014,13,0.415
30-06-2014,14,0.439
30-06-2014,15,0.591
30-06-2014,16,0.723
30-06-2014,17,1.076
30-06-2014,18,0.983
30-06-2014,19,0.805
30-06-2014,20,0.862
30-06-2014,21,0.871
30-06-2014,22,0.708
30-06-2014,23,1.419
01-07-2014,0,0.558
01-07-2014,1,0.389
01-07-2014,2,0.371
01-07-2014,3,0.381
01-07-2014,4,0.383
01-07-2014,5,0.381
01-07-2014,6,0.384
01-07-2014,7,0.379
01-07-2014,8,0.556
01-07-2014,9,0.959
01-07-2014,10,0.907
01-07-2014,11,0.744
01-07-2014,12,0.812
01-07-2014,13,0.384
01-07-2014,14,0.397
01-07-2014,15,0.37
01-07-2014,16,0.397
01-07-2014,17,0.435
01-07-2014,18,0.438
01-07-2014,19,0.459
01-07-2014,20,0.815
01-07-2014,21,1.082
01-07-2014,22,0.973
01-07-2014,23,0.731
02-07-2014,0,2.794
02-07-2014,1,0.358
02-07-2014,2,0.415
02-07-2014,3,0.364
02-07-2014,4,0.422
02-07-2014,5,0.361
02-07-2014,6,0.4
02-07-2014,7,0.787
02-07-2014,8,0.405
02-07-2014,9,0.386
02-07-2014,10,0.514
02-07-2014,11,0.44
02-07-2014,12,0.504
02-07-2014,13,0.514
02-07-2014,14,0.54
02-07-2014,15,0.494
02-07-2014,16,0.678
02-07-2014,17,2.069
02-07-2014,18,1.323
02-07-2014,19,1.082
02-07-2014,20,1.828
02-07-2014,21,0.618
02-07-2014,22,1.715
02-07-2014,23,0.825
03-07-2014,0,1.62
03-07-2014,1,0.454
03-07-2014,2,0.4
03-07-2014,3,0.456
03-07-2014,4,0.405
03-07-2014,5,0.453
03-07-2014,6,0.404
03-07-2014,7,0.834
03-07-2014,8,0.41
03-07-2014,9,0.447
03-07-2014,10,0.48
03-07-2014,11,0.496
03-07-2014,12,0.742
03-07-2014,13,0.714
03-07-2014,14,1.114
03-07-2014,15,0.911
03-07-2014,16,0.671
03-07-2014,17,0.969
03-07-2014,18,0.578
03-07-2014,19,0.578
03-07-2014,20,0.796
03-07-2014,21,0.771
03-07-2014,22,0.892
03-07-2014,23,0.961
04-07-2014,0,0.626
04-07-2014,2,0.376
04-07-2014,3,0.386
04-07-2014,4,0.393
04-07-2014,5,0.423
04-07-2014,6,0.431
04-07-2014,7,0.387
04-07-2014,8,0.813
04-07-2014,9,0.65
04-07-2014,10,0.883
04-07-2014,11,0.703
04-07-2014,12,0.694
04-07-2014,13,1.671
04-07-2014,14,1.116
04-07-2014,15,0.908
04-07-2014,16,1.535
04-07-2014,17,0.596
04-07-2014,18,0.833
04-07-2014,19,0.76
04-07-2014,20,1.069
04-07-2014,21,0.949
04-07-2014,22,0.685
04-07-2014,23,0.96
05-07-2014,0,1.699
05-07-2014,1,1.182
05-07-2014,2,0.522
05-07-2014,3,0.45
05-07-2014,4,0.506
05-07-2014,5,0.454
05-07-2014,6,0.492
05-07-2014,7,0.469
05-07-2014,8,1.844
05-07-2014,9,1.624
05-07-2014,10,0.801
05-07-2014,11,1.117
05-07-2014,12,0.853
05-07-2014,13,0.511
05-07-2014,14,0.517
05-07-2014,15,0.599
05-07-2014,16,0.604
05-07-2014,17,0.614
05-07-2014,18,1.034
05-07-2014,19,0.928
05-07-2014,20,0.831
05-07-2014,21,0.746
05-07-2014,22,0.679
05-07-2014,23,0.634
06-07-2014,0,0.614
06-07-2014,1,0.625
06-07-2014,2,0.452
06-07-2014,3,0.566
06-07-2014,4,0.583
06-07-2014,5,0.503
06-07-2014,6,0.464
06-07-2014,7,0.477
06-07-2014,8,0.479
06-07-2014,9,0.658
06-07-2014,10,1.115
06-07-2014,11,2.557
06-07-2014,12,1.977
06-07-2014,13,0.954
06-07-2014,14,3.859
06-07-2014,15,0.818
06-07-2014,16,0.859
06-07-2014,17,0.652
06-07-2014,18,0.847
06-07-2014,19,1.176
06-07-2014,20,3.458
06-07-2014,21,2.356
06-07-2014,22,1.89
06-07-2014,23,2.118
07-07-2014,0,0.929
07-07-2014,1,1.01
07-07-2014,2,0.501
07-07-2014,3,0.48
07-07-2014,4,0.502
07-07-2014,5,0.46
07-07-2014,6,0.488
07-07-2014,7,0.93
07-07-2014,8,0.489
07-07-2014,9,0.584
07-07-2014,10,0.771
07-07-2014,11,0.658
07-07-2014,12,0.555
07-07-2014,13,0.659
07-07-2014,14,0.64
07-07-2014,15,0.601
07-07-2014,16,0.63
07-07-2014,17,1.132
07-07-2014,18,0.845
07-07-2014,19,0.837
07-07-2014,20,0.608
07-07-2014,21,0.798
07-07-2014,22,1.05
07-07-2014,23,2.335
08-07-2014,0,1.238
08-07-2014,1,0.556
