date,hour,energy_kWh
01-09-2012,11,0.913
01-09-2012,12,0.627
01-09-2012,13,0.567
01-09-2012,14,0.62
01-09-2012,15,0.606
01-09-2012,16,0.611
01-09-2012,17,0.791
01-09-2012,18,2.039
01-09-2012,19,1.944
01-09-2012,20,1.845
01-09-2012,21,1.749
01-09-2012,22,1.661
01-09-2012,23,1.585
02-09-2012,0,1.527
02-09-2012,1,1.493
02-09-2012,2,0.825
02-09-2012,3,0.555
02-09-2012,4,0.563
02-09-2012,5,0.548
02-09-2012,6,0.558
02-09-2012,7,0.555
02-09-2012,8,0.513
02-09-2012,9,0.796
02-09-2012,10,0.584
02-09-2012,11,0.659
02-09-2012,12,0.696
02-09-2012,13,0.739
02-09-2012,14,3.332
02-09-2012,15,1.954
02-09-2012,16,2.529
02-09-2012,17,0.744
02-09-2012,18,0.832
02-09-2012,19,0.614
02-09-2012,20,2.655
02-09-2012,21,1.584
02-09-2012,22,1.619
02-09-2012,23,0.995
03-09-2012,0,0.633
03-09-2012,1,0.569
03-09-2012,2,0.582
03-09-2012,3,0.556
03-09-2012,4,0.576
03-09-2012,5,0.572
03-09-2012,6,0.567
03-09-2012,7,0.56
03-09-2012,8,0.676
03-09-2012,9,0.831
03-09-2012,10,0.602
03-09-2012,11,0.652
03-09-2012,12,0.718
03-09-2012,13,0.539
03-09-2012,14,0.567
03-09-2012,15,0.548
03-09-2012,16,0.585
03-09-2012,17,0.557
03-09-2012,18,0.568
03-09-2012,19,0.544
03-09-2012,20,0.707
03-09-2012,21,1.291
03-09-2012,22,1.362
03-09-2012,23,3.279
04-09-2012,0,2.928
04-09-2012,1,0.584
04-09-2012,2,0.547
04-09-2012,3,0.563
04-09-2012,4,0.549
04-09-2012,5,0.639
04-09-2012,6,0.6
04-09-2012,7,0.97
04-09-2012,8,0.593
04-09-2012,9,1.028
04-09-2012,10,0.573
04-09-2012,11,0.58
04-09-2012,12,0.687
04-09-2012,13,0.829
04-09-2012,14,0.586
04-09-2012,15,0.623
04-09-2012,16,0.603
04-09-2012,17,0.769
04-09-2012,18,1.104
04-09-2012,19,2.599
04-09-2012,20,1.791
04-09-2012,21,1.847
04-09-2012,22,1.614
04-09-2012,23,1.378
05-09-2012,0,2.555
05-09-2012,1,0.61
05-09-2012,2,0.544
05-09-2012,3,0.595
05-09-2012,4,0.564
05-09-2012,5,0.549
05-09-2012,6,0.597
05-09-2012,7,0.635
05-09-2012,8,1.58
05-09-2012,9,0.657
05-09-2012,10,0.6
05-09-2012,11,0.763
05-09-2012,12,0.799
05-09-2012,13,0.861
05-09-2012,14,0.734
05-09-2012,15,0.853
05-09-2012,16,1.101
05-09-2012,17,1.111
05-09-2012,18,0.938
05-09-2012,19,0.753
05-09-2012,20,0.839
05-09-2012,21,1.338
05-09-2012,22,1.642
05-09-2012,23,1.159
06-09-2012,0,0.655
06-09-2012,1,0.555
06-09-2012,2,0.603
06-09-2012,3,0.542
06-09-2012,4,0.577
06-09-2012,5,0.574
06-09-2012,6,0.543
06-09-2012,7,0.649
06-09-2012,8,1.395
06-09-2012,9,0.598
06-09-2012,10,0.581
06-09-2012,11,0.674
06-09-2012,12,1.055
06-09-2012,13,0.797
06-09-2012,14,0.653
06-09-2012,15,0.687
06-09-2012,16,0.564
06-09-2012,17,1.64
06-09-2012,18,1.803
06-09-2012,19,0.909
06-09-2012,20,1.66
06-09-2012,21,2.741
06-09-2012,22,4.503
06-09-2012,23,2.66
07-09-2012,0,0.981
07-09-2012,1,0.662
07-09-2012,2,0.619
07-09-2012,3,0.592
07-09-2012,4,0.587
07-09-2012,5,0.582
07-09-2012,6,0.589
07-09-2012,7,0.654
07-09-2012,8,1.099
07-09-2012,9,0.63
07-09-2012,10,0.595
07-09-2012,11,0.633
07-09-2012,12,0.615
07-09-2012,13,0.671
07-09-2012,14,0.742
07-09-2012,15,1.112
07-09-2012,16,0.845
07-09-2012,17,1.093
07-09-2012,18,0.943
07-09-2012,19,0.82
07-09-2012,20,0.815
07-09-2012,21,1.01
07-09-2012,22,1.608
07-09-2012,23,1.013
08-09-2012,0,0.661
08-09-2012,1,0.56
08-09-2012,2,0.596
08-09-2012,3,0.566
08-09-2012,4,0.603
08-09-2012,5,0.561
08-09-2012,6,0.613
08-09-2012,7,0.543
08-09-2012,8,0.73
08-09-2012,9,0.836
08-09-2012,10,0.714
08-09-2012,11,0.576
08-09-2012,12,0.689
08-09-2012,13,0.615
08-09-2012,14,0.555
08-09-2012,15,0.606
08-09-2012,16,0.588
08-09-2012,17,0.725
08-09-2012,18,1.814
08-09-2012,19,0.709
08-09-2012,20,0.788
08-09-2012,21,0.785
08-09-2012,22,0.825
08-09-2012,23,0.581
09-09-2012,0,0.611
09-09-2012,1,0.588
09-09-2012,2,0.585
09-09-2012,3,0.592
09-09-2012,4,0.608
09-09-2012,5,0.589
09-09-2012,6,0.582
09-09-2012,7,0.668
09-09-2012,8,0.977
09-09-2012,9,1.227
09-09-2012,10,0.685
09-09-2012,11,0.575
09-09-2012,12,1.057
09-09-2012,13,1.008
09-09-2012,14,0.669
09-09-2012,15,2.474
09-09-2012,16,0.741
09-09-2012,17,1.216
09-09-2012,18,0.936
09-09-2012,19,0.916
09-09-2012,20,0.679
09-09-2012,21,1.18
09-09-2012,22,1.072
09-09-2012,23,0.974
10-09-2012,0,0.984
10-09-2012,1,0.791
10-09-2012,2,0.784
10-09-2012,3,0.59
10-09-2012,4,0.551
10-09-2012,5,0.566
10-09-2012,6,0.557
10-09-2012,7,0.644
10-09-2012,8,0.984
10-09-2012,9,0.793
10-09-2012,10,0.607
10-09-2012,11,0.584
10-09-2012,12,0.567
10-09-2012,13,0.564
10-09-2012,14,0.617
10-09-2012,15,0.618
10-09-2012,16,0.573
10-09-2012,17,0.686
10-09-2012,18,1.048
10-09-2012,19,1.056
10-09-2012,20,1.577
10-09-2012,21,1.396
10-09-2012,22,1.366
10-09-2012,23,3.173
11-09-2012,0,1.184
11-09-2012,1,0.567
11-09-2012,2,0.589
11-09-2012,3,0.558
11-09-2012,4,0.599
11-09-2012,5,0.527
11-09-2012,6,0.559
11-09-2012,7,0.642
11-09-2012,8,1.106
11-09-2012,9,0.587
11-09-2012,10,0.594
11-09-2012,11,0.58
11-09-2012,12,0.524
11-09-2012,13,1.044
11-09-2012,14,0.595
11-09-2012,15,0.645
11-09-2012,16,0.575
11-09-2012,17,0.921
11-09-2012,18,2.175
11-09-2012,19,2.115
11-09-2012,20,2.09
11-09-2012,21,1.777
11-09-2012,22,1.699
11-09-2012,23,0.917
12-09-2012,0,0.869
12-09-2012,1,0.76
12-09-2012,2,0.613
12-09-2012,3,0.594
12-09-2012,4,0.612
12-09-2012,5,0.584
12-09-2012,6,0.619
12-09-2012,7,0.655
12-09-2012,8,0.86
12-09-2012,9,0.872
12-09-2012,10,0.669
12-09-2012,11,0.712
12-09-2012,12,0.998
12-09-2012,13,1.268
12-09-2012,14,0.654
12-09-2012,15,0.751
12-09-2012,16,0.886
12-09-2012,17,0.725
12-09-2012,18,0.704
12-09-2012,19,0.864
12-09-2012,20,1.144
12-09-2012,21,1.671
12-09-2012,22,1.38
12-09-2012,23,0.839
13-09-2012,0,0.613
13-09-2012,1,0.615
13-09-2012,2,0.657
13-09-2012,3,0.683
13-09-2012,4,0.633
13-09-2012,5,0.596
13-09-2012,6,0.637
13-09-2012,7,0.614
13-09-2012,8,1.095
13-09-2012,9,0.782
13-09-2012,10,0.569
13-09-2012,11,0.729
13-09-2012,12,0.972
13-09-2012,13,0.814
13-09-2012,14,0.618
13-09-2012,15,0.639
13-09-2012,16,0.616
13-09-2012,17,0.842
13-09-2012,18,1.05
13-09-2012,19,0.946
13-09-2012,20,1.324
13-09-2012,21,1.51
13-09-2012,22,1.452
13-09-2012,23,1.651
14-09-2012,0,0.647
14-09-2012,1,0.573
14-09-2012,2,0.596
14-09-2012,3,0.555
14-09-2012,4,0.584
14-09-2012,5,0.555
14-09-2012,6,0.581
14-09-2012,7,0.601
14-09-2012,8,1.074
14-09-2012,9,0.584
14-09-2012,10,0.59
14-09-2012,11,0.645
14-09-2012,12,0.626
14-09-2012,13,0.937
14-09-2012,14,0.894
14-09-2012,15,0.766
14-09-2012,16,0.923
14-09-2012,17,1.123
14-09-2012,18,1.073
14-09-2012,19,1.651
14-09-2012,20,2.06
14-09-2012,21,2.158
14-09-2012,22,1.363
14-09-2012,23,0.9
15-09-2012,0,0.627
15-09-2012,1,0.712
15-09-2012,2,0.607
15-09-2012,3,0.558
15-09-2012,4,0.577
15-09-2012,5,0.591
15-09-2012,6,0.647
15-09-2012,7,0.638
15-09-2012,8,0.8
15-09-2012,9,1.4
15-09-2012,10,0.906
15-09-2012,11,1.419
15-09-2012,12,2.646
15-09-2012,13,1.605
15-09-2012,14,0.78
15-09-2012,15,0.757
15-09-2012,16,0.591
15-09-2012,17,0.926
15-09-2012,18,1.701
15-09-2012,19,0.992
15-09-2012,20,1.007
15-09-2012,21,1.38
15-09-2012,22,1.61
15-09-2012,23,1.321
16-09-2012,0,0.595
16-09-2012,1,0.602
16-09-2012,2,0.553
16-09-2012,3,0.586
16-09-2012,4,0.606
16-09-2012,5,0.585
16-09-2012,6,0.627
16-09-2012,7,0.564
16-09-2012,8,0.785
16-09-2012,9,0.985
16-09-2012,10,1.021
16-09-2012,11,0.903
16-09-2012,12,1.126
16-09-2012,13,1.064
16-09-2012,14,0.855
16-09-2012,15,0.908
16-09-2012,16,0.807
16-09-2012,17,0.979
16-09-2012,18,1.41
16-09-2012,19,3.291
16-09-2012,20,3.543
16-09-2012,21,1.571
16-09-2012,22,1.858
16-09-2012,23,1.102
17-09-2012,0,0.555
17-09-2012,1,0.553
17-09-2012,2,0.547
17-09-2012,3,0.553
17-09-2012,4,0.551
17-09-2012,5,0.531
17-09-2012,6,0.624
17-09-2012,7,0.599
17-09-2012,8,1.058
17-09-2012,9,0.674
17-09-2012,10,0.589
17-09-2012,11,0.588
17-09-2012,12,0.633
17-09-2012,13,0.874
17-09-2012,14,0.59
17-09-2012,15,0.724
17-09-2012,16,1.006
17-09-2012,17,1.111
17-09-2012,18,0.857
17-09-2012,19,0.944
17-09-2012,20,1.421
17-09-2012,21,1.598
17-09-2012,22,1.505
17-09-2012,23,2.831
18-09-2012,0,0.62
18-09-2012,1,0.576
18-09-2012,2,0.549
18-09-2012,3,0.548
18-09-2012,4,0.569
18-09-2012,5,0.51
18-09-2012,6,0.565
18-09-2012,7,0.567
18-09-2012,8,1.453
18-09-2012,9,0.561
18-09-2012,10,0.529
18-09-2012,11,0.54
18-09-2012,12,0.562
18-09-2012,13,0.528
18-09-2012,14,0.665
18-09-2012,15,0.638
18-09-2012,16,0.52
18-09-2012,17,0.656
18-09-2012,18,0.885
18-09-2012,19,0.829
18-09-2012,20,0.909
18-09-2012,21,0.845
18-09-2012,22,3.778
18-09-2012,23,1.36
19-09-2012,0,0.586
19-09-2012,1,0.567
19-09-2012,2,0.549
19-09-2012,3,0.554
19-09-2012,4,0.55
19-09-2012,5,0.55
19-09-2012,6,0.56
19-09-2012,7,0.58
19-09-2012,8,1.307
19-09-2012,9,0.602
19-09-2012,10,0.629
19-09-2012,11,0.595
19-09-2012,12,0.512
19-09-2012,13,0.556
19-09-2012,14,0.564
19-09-2012,15,0.656
19-09-2012,16,0.767
19-09-2012,17,2.173
19-09-2012,18,2.723
19-09-2012,19,1.719
19-09-2012,20,1.708
19-09-2012,21,1.642
19-09-2012,22,1.643
19-09-2012,23,1.541
20-09-2012,0,0.573
20-09-2012,1,0.558
20-09-2012,2,0.557
20-09-2012,3,0.665
20-09-2012,4,0.597
20-09-2012,5,0.551
20-09-2012,6,0.531
20-09-2012,7,0.579
20-09-2012,8,1.125
20-09-2012,9,0.541
20-09-2012,10,0.665
20-09-2012,11,0.937
20-09-2012,12,0.941
20-09-2012,13,2.435
20-09-2012,14,1.639
20-09-2012,15,0.587
20-09-2012,16,0.527
20-09-2012,17,0.769
20-09-2012,18,0.852
20-09-2012,19,0.974
20-09-2012,20,1.492
20-09-2012,21,1.191
20-09-2012,22,1.134
20-09-2012,23,1.048
21-09-2012,0,0.801
21-09-2012,1,0.571
21-09-2012,2,0.573
21-09-2012,3,0.567
21-09-2012,4,0.544
21-09-2012,5,0.542
21-09-2012,6,0.573
21-09-2012,7,0.552
21-09-2012,8,1.488
21-09-2012,9,0.736
21-09-2012,10,0.605
21-09-2012,11,0.608
21-09-2012,12,0.591
21-09-2012,13,0.696
21-09-2012,14,0.606
21-09-2012,15,0.593
21-09-2012,16,1.013
21-09-2012,17,1.502
21-09-2012,18,1.544
21-09-2012,19,1.327
21-09-2012,20,1.311
21-09-2012,21,1.144
21-09-2012,22,1.647
21-09-2012,23,1.644
22-09-2012,0,0.549
22-09-2012,1,0.573
22-09-2012,2,0.514
22-09-2012,3,0.57
22-09-2012,4,0.542
22-09-2012,5,0.543
22-09-2012,6,0.663
22-09-2012,7,0.579
22-09-2012,8,0.616
22-09-2012,9,0.699
22-09-2012,10,1.515
22-09-2012,11,1.064
22-09-2012,12,0.915
22-09-2012,13,0.979
22-09-2012,14,0.934
22-09-2012,15,1.03
22-09-2012,16,0.808
22-09-2012,17,0.848
22-09-2012,18,1.244
22-09-2012,19,1.187
22-09-2012,20,1.123
22-09-2012,21,1.055
22-09-2012,22,0.985
22-09-2012,23,0.916
23-09-2012,0,0.851
23-09-2012,1,0.792
23-09-2012,2,0.582
23-09-2012,3,0.527
23-09-2012,4,0.533
23-09-2012,5,0.589
23-09-2012,6,0.518
23-09-2012,7,0.55
23-09-2012,8,0.56
23-09-2012,9,0.952
23-09-2012,10,0.846
23-09-2012,11,0.51
23-09-2012,12,0.547
23-09-2012,13,0.538
23-09-2012,14,0.697
23-09-2012,15,1.047
23-09-2012,16,0.817
23-09-2012,17,0.794
23-09-2012,18,1.492
23-09-2012,19,0.845
23-09-2012,20,3.597
23-09-2012,21,1.442
23-09-2012,22,1.483
23-09-2012,23,1.253
24-09-2012,0,0.692
24-09-2012,1,0.566
24-09-2012,2,0.534
24-09-2012,3,0.561
24-09-2012,4,0.539
24-09-2012,5,0.547
24-09-2012,6,0.528
24-09-2012,7,0.583
24-09-2012,8,1.331
24-09-2012,9,0.657
24-09-2012,10,0.67
24-09-2012,11,0.619
24-09-2012,12,0.607
24-09-2012,13,0.569
24-09-2012,14,0.588
24-09-2012,15,0.578
24-09-2012,16,0.752
24-09-2012,17,1.004
24-09-2012,18,1.169
24-09-2012,19,2.135
24-09-2012,20,1.623
24-09-2012,21,1.28
24-09-2012,22,1.466
24-09-2012,23,1.294
25-09-2012,0,0.592
25-09-2012,1,0.536
25-09-2012,2,0.546
25-09-2012,3,0.536
25-09-2012,4,0.655
25-09-2012,5,0.575
25-09-2012,6,0.665
25-09-2012,7,0.583
25-09-2012,8,1.253
25-09-2012,9,0.616
25-09-2012,10,0.517
25-09-2012,11,0.566
25-09-2012,12,0.503
25-09-2012,13,0.529
25-09-2012,14,0.563
25-09-2012,15,0.531
25-09-2012,16,0.544
25-09-2012,17,0.547
25-09-2012,18,0.873
25-09-2012,19,1.046
25-09-2012,20,1.79
25-09-2012,21,0.989
25-09-2012,22,1.295
25-09-2012,23,1.37
26-09-2012,0,2.322
26-09-2012,1,1.368
26-09-2012,2,0.532
26-09-2012,3,0.549
26-09-2012,4,0.557
26-09-2012,5,0.521
26-09-2012,6,0.522
26-09-2012,7,0.56
26-09-2012,8,1.161
26-09-2012,9,0.636
26-09-2012,10,0.518
26-09-2012,11,0.536
26-09-2012,12,0.535
26-09-2012,13,0.503
26-09-2012,14,0.55
26-09-2012,15,0.822
26-09-2012,16,0.623
26-09-2012,17,0.546
26-09-2012,18,0.717
26-09-2012,19,1.363
26-09-2012,20,1.345
26-09-2012,21,1.07
26-09-2012,22,1.505
26-09-2012,23,1.365
27-09-2012,0,0.549
27-09-2012,1,0.575
27-09-2012,2,0.527
27-09-2012,3,0.535
27-09-2012,4,0.549
27-09-2012,5,0.507
27-09-2012,6,0.542
27-09-2012,7,0.547
27-09-2012,8,1.241
27-09-2012,9,0.632
27-09-2012,10,0.779
27-09-2012,11,1.005
27-09-2012,12,1.274
27-09-2012,13,1.737
27-09-2012,14,1.25
27-09-2012,15,0.821
27-09-2012,16,0.733
27-09-2012,17,1.396
27-09-2012,18,0.874
27-09-2012,19,1.407
27-09-2012,20,1.279
27-09-2012,21,1.043
27-09-2012,22,1.263
27-09-2012,23,1.318
28-09-2012,0,0.851
28-09-2012,1,0.586
28-09-2012,2,0.566
28-09-2012,3,0.537
28-09-2012,4,0.521
28-09-2012,5,0.568
28-09-2012,6,0.528
28-09-2012,7,0.7
28-09-2012,8,1.459
28-09-2012,9,0.588
28-09-2012,10,0.584
28-09-2012,11,0.742
28-09-2012,12,0.623
28-09-2012,13,0.803
28-09-2012,14,0.606
28-09-2012,15,0.803
28-09-2012,16,3.167
28-09-2012,17,1.027
28-09-2012,18,1.703
28-09-2012,19,0.769
28-09-2012,20,0.78
28-09-2012,21,1.597
28-09-2012,22,2.286
28-09-2012,23,1.12
29-09-2012,0,1.757
29-09-2012,1,0.633
29-09-2012,2,0.553
29-09-2012,3,0.556
29-09-2012,4,0.52
29-09-2012,5,0.574
29-09-2012,6,0.557
29-09-2012,7,0.555
29-09-2012,8,0.78
29-09-2012,9,0.815
29-09-2012,10,1.495
29-09-2012,11,1.227
29-09-2012,12,1.717
29-09-2012,13,1.279
29-09-2012,14,0.988
29-09-2012,15,1.247
29-09-2012,16,1.133
29-09-2012,17,1.398
29-09-2012,18,0.833
29-09-2012,19,0.6
29-09-2012,20,0.958
29-09-2012,21,1.052
29-09-2012,22,0.931
29-09-2012,23,1.163
30-09-2012,0,0.678
30-09-2012,1,0.538
30-09-2012,2,0.57
30-09-2012,3,0.537
30-09-2012,4,0.521
30-09-2012,5,0.569
30-09-2012,6,0.517
30-09-2012,7,0.584
30-09-2012,8,1.302
30-09-2012,9,0.845
30-09-2012,10,0.877
30-09-2012,11,0.936
30-09-2012,12,0.839
30-09-2012,13,0.713
30-09-2012,14,2.904
30-09-2012,15,3.83
30-09-2012,16,2.156
30-09-2012,17,1.464
30-09-2012,18,2.384
30-09-2012,19,0.806
30-09-2012,20,0.788
30-09-2012,21,1.051
30-09-2012,22,1.221
30-09-2012,23,1.494
01-10-2012,0,0.807
01-10-2012,1,0.539
01-10-2012,2,0.569
01-10-2012,3,0.518
01-10-2012,4,0.548
01-10-2012,5,0.658
01-10-2012,6,0.515
01-10-2012,7,0.576
01-10-2012,8,1.107
01-10-2012,9,1.705
01-10-2012,10,0.579
01-10-2012,11,0.595
01-10-2012,12,0.59
01-10-2012,13,0.583
01-10-2012,14,0.527
01-10-2012,15,0.8
01-10-2012,16,1.081
01-10-2012,17,1.232
01-10-2012,18,1.141
01-10-2012,19,1.295
01-10-2012,20,1.327
01-10-2012,21,1.549
01-10-2012,22,1.991
01-10-2012,23,1.616
02-10-2012,0,0.957
02-10-2012,1,0.809
02-10-2012,2,0.669
02-10-2012,3,0.537
02-10-2012,4,0.558
02-10-2012,5,0.551
02-10-2012,6,0.546
02-10-2012,7,0.55
02-10-2012,8,1.768
02-10-2012,9,0.655
02-10-2012,10,0.529
02-10-2012,11,0.545
02-10-2012,12,0.519
02-10-2012,13,0.554
02-10-2012,14,0.543
02-10-2012,15,0.514
02-10-2012,16,0.548
02-10-2012,17,0.5
02-10-2012,18,1.054
02-10-2012,19,2.006
02-10-2012,20,1.373
02-10-2012,21,1.358
02-10-2012,22,1.296
02-10-2012,23,2.239
03-10-2012,0,1.468
03-10-2012,2,0.744
03-10-2012,3,0.618
03-10-2012,4,0.945
03-10-2012,5,0.511
03-10-2012,6,1.023
03-10-2012,7,1.142
03-10-2012,8,1.854
03-10-2012,9,1.044
03-10-2012,10,0.516
03-10-2012,11,0.533
03-10-2012,12,0.526
03-10-2012,13,0.608
03-10-2012,14,0.551
03-10-2012,15,0.99
03-10-2012,16,0.54
03-10-2012,17,0.547
03-10-2012,18,1.028
03-10-2012,19,0.847
03-10-2012,20,0.722
03-10-2012,21,1.006
03-10-2012,22,1.27
03-10-2012,23,1.453
04-10-2012,0,0.553
04-10-2012,1,0.519
04-10-2012,2,0.526
04-10-2012,3,0.534
04-10-2012,4,0.534
04-10-2012,5,0.504
04-10-2012,6,1.277
04-10-2012,7,1.177
04-10-2012,8,1.734
04-10-2012,9,1.312
04-10-2012,10,0.441
04-10-2012,11,0.569
04-10-2012,12,0.722
04-10-2012,13,0.984
04-10-2012,14,0.708
04-10-2012,15,0.465
04-10-2012,16,0.415
04-10-2012,17,0.791
04-10-2012,18,2.164
04-10-2012,19,1.149
04-10-2012,20,2.032
04-10-2012,21,1.382
04-10-2012,22,1.21
04-10-2012,23,0.833
05-10-2012,0,0.974
05-10-2012,1,0.565
05-10-2012,2,0.517
05-10-2012,3,0.674
05-10-2012,4,0.53
05-10-2012,5,0.562
05-10-2012,6,0.504
05-10-2012,7,1.249
05-10-2012,8,1.299
05-10-2012,9,0.549
05-10-2012,10,0.594
05-10-2012,11,0.585
05-10-2012,12,0.556
05-10-2012,13,0.609
05-10-2012,14,0.572
05-10-2012,15,0.792
05-10-2012,16,0.935
05-10-2012,17,0.532
05-10-2012,18,0.624
05-10-2012,19,1.088
05-10-2012,20,1.526
05-10-2012,21,1.203
05-10-2012,22,1.219
05-10-2012,23,1.234
06-10-2012,0,0.698
06-10-2012,1,0.577
06-10-2012,2,0.543
06-10-2012,3,0.556
06-10-2012,4,0.51
06-10-2012,5,0.578
06-10-2012,6,0.514
06-10-2012,7,0.56
06-10-2012,8,0.943
06-10-2012,9,0.66
06-10-2012,10,0.741
06-10-2012,11,0.58
06-10-2012,12,0.625
06-10-2012,13,0.511
06-10-2012,14,0.493
06-10-2012,15,0.647
06-10-2012,16,0.557
06-10-2012,17,0.529
06-10-2012,18,4.113
06-10-2012,19,1.101
06-10-2012,20,1.326
06-10-2012,21,1.071
06-10-2012,22,1.132
06-10-2012,23,1.288
07-10-2012,0,2.694
07-10-2012,1,2.148
07-10-2012,2,0.625
07-10-2012,3,0.509
07-10-2012,4,0.569
07-10-2012,5,0.516
07-10-2012,6,0.541
07-10-2012,7,0.529
07-10-2012,8,0.529
07-10-2012,9,0.868
07-10-2012,10,0.911
07-10-2012,11,0.976
07-10-2012,12,1.138
07-10-2012,13,1.225
07-10-2012,14,1.026
07-10-2012,15,0.833
07-10-2012,16,0.877
07-10-2012,17,0.822
07-10-2012,18,1.007
07-10-2012,19,0.834
07-10-2012,20,1.187
07-10-2012,21,1.693
07-10-2012,22,1.465
07-10-2012,23,1.207
08-10-2012,0,0.61
08-10-2012,1,0.563
08-10-2012,2,0.575
08-10-2012,3,0.556
08-10-2012,4,0.706
08-10-2012,5,0.598
08-10-2012,6,0.515
08-10-2012,7,0.572
08-10-2012,8,0.502
08-10-2012,9,0.766
08-10-2012,10,0.921
08-10-2012,11,0.634
08-10-2012,12,1.171
08-10-2012,13,1.049
08-10-2012,14,0.758
08-10-2012,15,1.231
08-10-2012,16,2.69
08-10-2012,17,1.898
08-10-2012,18,2.709
08-10-2012,19,1.919
08-10-2012,20,2.043
08-10-2012,21,1.522
08-10-2012,22,1.296
08-10-2012,23,1.731
09-10-2012,0,2.249
09-10-2012,1,0.568
09-10-2012,2,0.66
09-10-2012,3,0.592
09-10-2012,4,0.571
09-10-2012,5,0.533
09-10-2012,6,0.558
09-10-2012,7,0.546
09-10-2012,8,1.267
09-10-2012,9,0.633
09-10-2012,10,0.54
09-10-2012,11,0.547
09-10-2012,12,0.56
09-10-2012,13,0.595
09-10-2012,14,0.569
09-10-2012,15,0.556
09-10-2012,16,0.5
09-10-2012,17,0.667
09-10-2012,18,0.831
09-10-2012,19,0.562
09-10-2012,20,1.611
09-10-2012,21,1.479
09-10-2012,22,1.419
09-10-2012,23,1.476
10-10-2012,0,0.794
10-10-2012,1,0.517
10-10-2012,2,0.551
10-10-2012,3,0.528
10-10-2012,4,0.548
10-10-2012,5,0.518
10-10-2012,6,0.538
10-10-2012,7,0.806
10-10-2012,8,2.115
10-10-2012,9,1.058
10-10-2012,10,0.716
10-10-2012,11,1.068
10-10-2012,12,1.073
10-10-2012,13,0.498
10-10-2012,14,1.054
10-10-2012,15,0.963
10-10-2012,16,0.927
10-10-2012,17,0.87
10-10-2012,18,1.774
10-10-2012,19,3.137
10-10-2012,20,1.746
10-10-2012,21,1.522
10-10-2012,22,1.961
10-10-2012,23,1.58
11-10-2012,0,1.51
11-10-2012,1,1.161
11-10-2012,2,0.898
11-10-2012,3,0.723
11-10-2012,4,1.102
11-10-2012,5,0.542
11-10-2012,6,1.103
11-10-2012,7,0.559
11-10-2012,8,1.655
11-10-2012,9,0.711
11-10-2012,10,0.523
11-10-2012,11,1.045
11-10-2012,12,0.729
11-10-2012,13,0.876
11-10-2012,14,0.767
11-10-2012,15,0.75
11-10-2012,16,0.942
11-10-2012,17,1.214
11-10-2012,18,1.809
11-10-2012,19,1.921
11-10-2012,20,1.574
11-10-2012,21,0.968
11-10-2012,22,1.16
11-10-2012,23,1.638
12-10-2012,0,0.758
12-10-2012,1,0.984
12-10-2012,2,0.652
12-10-2012,3,0.552
12-10-2012,4,1.246
12-10-2012,5,0.528
12-10-2012,6,1.19
12-10-2012,7,0.673
12-10-2012,8,1.738
12-10-2012,9,1.195
12-10-2012,10,0.832
12-10-2012,11,0.772
12-10-2012,12,1.173
12-10-2012,13,0.737
12-10-2012,14,0.938
12-10-2012,15,0.85
12-10-2012,16,0.698
12-10-2012,17,1.778
12-10-2012,18,1.503
12-10-2012,19,1.24
12-10-2012,20,0.791
12-10-2012,21,0.83
12-10-2012,22,0.833
12-10-2012,23,1.004
13-10-2012,0,0.596
13-10-2012,1,0.882
13-10-2012,2,1.175
13-10-2012,3,0.51
13-10-2012,4,1.157
13-10-2012,5,0.668
13-10-2012,6,0.541
13-10-2012,7,1.159
13-10-2012,8,0.537
13-10-2012,9,1.592
13-10-2012,10,0.923
13-10-2012,11,0.656
13-10-2012,12,1.34
13-10-2012,13,0.921
13-10-2012,14,1.436
13-10-2012,15,2.019
13-10-2012,16,2.834
13-10-2012,17,1.673
13-10-2012,18,2.58
13-10-2012,19,2.16
13-10-2012,20,1.985
13-10-2012,21,1.145
13-10-2012,22,1.265
13-10-2012,23,1.788
14-10-2012,0,1.031
14-10-2012,1,0.556
14-10-2012,2,0.554
14-10-2012,3,0.545
14-10-2012,4,0.571
14-10-2012,5,0.546
14-10-2012,6,0.54
14-10-2012,7,0.672
14-10-2012,8,0.59
14-10-2012,9,2.009
14-10-2012,10,1.059
14-10-2012,11,1.183
14-10-2012,12,0.841
14-10-2012,13,0.762
14-10-2012,14,1.168
14-10-2012,15,1.268
14-10-2012,16,4.095
14-10-2012,17,1.488
14-10-2012,18,1.06
14-10-2012,19,0.829
14-10-2012,20,1.141
14-10-2012,21,0.941
14-10-2012,22,1.184
14-10-2012,23,1.66
15-10-2012,0,0.775
15-10-2012,1,0.534
15-10-2012,2,1.601
15-10-2012,3,1.491
15-10-2012,4,1.393
15-10-2012,5,1.305
15-10-2012,6,1.229
15-10-2012,7,1.163
15-10-2012,8,1.107
15-10-2012,9,1.062
15-10-2012,10,1.025
15-10-2012,11,0.999
15-10-2012,12,0.981
15-10-2012,13,0.971
15-10-2012,14,0.97
15-10-2012,15,0.978
15-10-2012,16,0.993
15-10-2012,17,1.015
15-10-2012,18,1.045
15-10-2012,19,1.081
15-10-2012,20,1.124
15-10-2012,21,1.173
15-10-2012,22,1.228
15-10-2012,23,1.289
16-10-2012,0,1.355
16-10-2012,1,1.426
16-10-2012,2,0.536
16-10-2012,3,0.59
16-10-2012,4,1.031
16-10-2012,5,0.684
16-10-2012,6,0.853
16-10-2012,7,0.924
